Given args
Namespace(coco_annotations='/hpi/fs00/share/fg-rabl/strassenburg/datasets/cutsom-coco-data/coco_meta.json', coco_root='/hpi/fs00/share/fg-rabl/strassenburg/datasets/cutsom-coco-data', deterministic=True, model='googlenet', num_epochs=50)
Pytorch Environment info
SystemEnv(torch_version='1.7.1', is_debug_build='False', cuda_compiled_version='11.0', gcc_version='(Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0', clang_version=None, cmake_version='version 3.19.3', os='Ubuntu 20.04.1 LTS (x86_64)', python_version='3.8 (64-bit runtime)', is_cuda_available='True', cuda_runtime_version=None, nvidia_driver_version='450.80.02', nvidia_gpu_models='GPU 0: A100-SXM4-40GB\nGPU 1: A100-SXM4-40GB\nGPU 2: A100-SXM4-40GB\nGPU 3: A100-SXM4-40GB\nGPU 4: A100-SXM4-40GB\nGPU 5: A100-SXM4-40GB\nGPU 6: A100-SXM4-40GB\nGPU 7: A100-SXM4-40GB', cudnn_version=None, pip_version='pip3', pip_packages='numpy==1.19.5\ntorch==1.7.1\ntorchaudio==0.7.0a0+a853dff\ntorchvision==0.8.2', conda_packages='_pytorch_select           0.1                       cpu_0  \nblas                      1.0                         mkl  \ncudatoolkit               11.0.221             h6bb024c_0  \nlibmklml                  2019.0.5                      0  \nmkl                       2020.2                      256  \nmkl-service               2.3.0            py38he904b0f_0  \nmkl_fft                   1.3.0            py38h54f3939_0  \nmkl_random                1.1.1            py38h0573a6f_0  \nnumpy                     1.19.5                   pypi_0    pypi\nnumpy-base                1.19.2           py38hfa32c7d_0  \npytorch                   1.7.1           py3.8_cuda11.0.221_cudnn8.0.5_0    pytorch\ntorchaudio                0.7.2                      py38    pytorch\ntorchvision               0.8.2                py38_cu110    pytorch', hip_compiled_version='N/A', hip_runtime_version='N/A', miopen_runtime_version='N/A')
Use mmlib set_deterministic()
START;epoch;epoch-0;batch-None;time.time_ns-1623250522922740345
START;load_data;epoch-22;batch-29;time.time_ns-1623251536086565670
STOP;batch-time;epoch-22;batch-28;time.time_ns-1623251536086781619
START;batch-time;epoch-22;batch-29;time.time_ns-1623251536086783162
STOP;load_data;epoch-22;batch-29;time.time_ns-1623251536588258189
START;to_device;epoch-22;batch-29;time.time_ns-1623251536588271093
STOP;to_device;epoch-22;batch-29;time.time_ns-1623251536590801872
START;forward_path;epoch-22;batch-29;time.time_ns-1623251536590803956
STOP;forward_path;epoch-22;batch-29;time.time_ns-1623251536614739870
START;backward_path;epoch-22;batch-29;time.time_ns-1623251536614744078
STOP;backward_path;epoch-22;batch-29;time.time_ns-1623251536667746322
START;load_data;epoch-22;batch-30;time.time_ns-1623251536667751883
STOP;batch-time;epoch-22;batch-29;time.time_ns-1623251536667753426
START;batch-time;epoch-22;batch-30;time.time_ns-1623251536667754528
STOP;load_data;epoch-22;batch-30;time.time_ns-1623251537182719983
START;to_device;epoch-22;batch-30;time.time_ns-1623251537182733498
STOP;to_device;epoch-22;batch-30;time.time_ns-1623251537185174778
START;forward_path;epoch-22;batch-30;time.time_ns-1623251537185178545
STOP;forward_path;epoch-22;batch-30;time.time_ns-1623251537209047632
START;backward_path;epoch-22;batch-30;time.time_ns-1623251537209051619
STOP;backward_path;epoch-22;batch-30;time.time_ns-1623251537262041070
START;load_data;epoch-22;batch-31;time.time_ns-1623251537262046681
STOP;batch-time;epoch-22;batch-30;time.time_ns-1623251537262048013
START;batch-time;epoch-22;batch-31;time.time_ns-1623251537262049136
STOP;load_data;epoch-22;batch-31;time.time_ns-1623251537759850111
START;to_device;epoch-22;batch-31;time.time_ns-1623251537759864077
STOP;to_device;epoch-22;batch-31;time.time_ns-1623251537762175471
START;forward_path;epoch-22;batch-31;time.time_ns-1623251537762177565
STOP;forward_path;epoch-22;batch-31;time.time_ns-1623251537786267068
START;backward_path;epoch-22;batch-31;time.time_ns-1623251537786271357
STOP;backward_path;epoch-22;batch-31;time.time_ns-1623251537838877622
START;load_data;epoch-22;batch-32;time.time_ns-1623251537838883513
STOP;batch-time;epoch-22;batch-31;time.time_ns-1623251537838884735
START;batch-time;epoch-22;batch-32;time.time_ns-1623251537838887371
STOP;load_data;epoch-22;batch-32;time.time_ns-1623251538301041713
START;to_device;epoch-22;batch-32;time.time_ns-1623251538301055348
STOP;to_device;epoch-22;batch-32;time.time_ns-1623251538303343698
START;forward_path;epoch-22;batch-32;time.time_ns-1623251538303346033
STOP;forward_path;epoch-22;batch-32;time.time_ns-1623251538327675861
START;backward_path;epoch-22;batch-32;time.time_ns-1623251538327680060
STOP;backward_path;epoch-22;batch-32;time.time_ns-1623251538380223246
START;load_data;epoch-22;batch-33;time.time_ns-1623251538380228125
STOP;batch-time;epoch-22;batch-32;time.time_ns-1623251538380229497
START;batch-time;epoch-22;batch-33;time.time_ns-1623251538380230960
STOP;load_data;epoch-22;batch-33;time.time_ns-1623251538866983538
START;to_device;epoch-22;batch-33;time.time_ns-1623251538866996834
STOP;to_device;epoch-22;batch-33;time.time_ns-1623251538869310812
START;forward_path;epoch-22;batch-33;time.time_ns-1623251538869313117
STOP;forward_path;epoch-22;batch-33;time.time_ns-1623251538893436655
START;backward_path;epoch-22;batch-33;time.time_ns-1623251538893440573
STOP;backward_path;epoch-22;batch-33;time.time_ns-1623251538945912313
START;load_data;epoch-22;batch-34;time.time_ns-1623251538945917653
STOP;batch-time;epoch-22;batch-33;time.time_ns-1623251538945918916
START;batch-time;epoch-22;batch-34;time.time_ns-1623251538945920258
STOP;load_data;epoch-22;batch-34;time.time_ns-1623251539417658846
START;to_device;epoch-22;batch-34;time.time_ns-1623251539417671410
STOP;to_device;epoch-22;batch-34;time.time_ns-1623251539419962936
START;forward_path;epoch-22;batch-34;time.time_ns-1623251539419965050
STOP;forward_path;epoch-22;batch-34;time.time_ns-1623251539444192886
START;backward_path;epoch-22;batch-34;time.time_ns-1623251539444196693
STOP;backward_path;epoch-22;batch-34;time.time_ns-1623251539496813198
START;load_data;epoch-22;batch-35;time.time_ns-1623251539496819199
STOP;batch-time;epoch-22;batch-34;time.time_ns-1623251539496820732
START;batch-time;epoch-22;batch-35;time.time_ns-1623251539496822115
STOP;load_data;epoch-22;batch-35;time.time_ns-1623251539980138401
START;to_device;epoch-22;batch-35;time.time_ns-1623251539980153078
STOP;to_device;epoch-22;batch-35;time.time_ns-1623251539982469021
START;forward_path;epoch-22;batch-35;time.time_ns-1623251539982471115
STOP;forward_path;epoch-22;batch-35;time.time_ns-1623251540006645910
START;backward_path;epoch-22;batch-35;time.time_ns-1623251540006649607
STOP;backward_path;epoch-22;batch-35;time.time_ns-1623251540059290147
START;load_data;epoch-22;batch-36;time.time_ns-1623251540059295066
STOP;batch-time;epoch-22;batch-35;time.time_ns-1623251540059297731
START;batch-time;epoch-22;batch-36;time.time_ns-1623251540059298853
STOP;load_data;epoch-22;batch-36;time.time_ns-1623251540571744269
START;to_device;epoch-22;batch-36;time.time_ns-1623251540571758697
STOP;to_device;epoch-22;batch-36;time.time_ns-1623251540574064861
START;forward_path;epoch-22;batch-36;time.time_ns-1623251540574067015
STOP;forward_path;epoch-22;batch-36;time.time_ns-1623251540598671253
START;backward_path;epoch-22;batch-36;time.time_ns-1623251540598675020
STOP;backward_path;epoch-22;batch-36;time.time_ns-1623251540651295532
START;load_data;epoch-22;batch-37;time.time_ns-1623251540651300742
STOP;batch-time;epoch-22;batch-36;time.time_ns-1623251540651302125
START;batch-time;epoch-22;batch-37;time.time_ns-1623251540651303227
STOP;load_data;epoch-22;batch-37;time.time_ns-1623251541177219804
START;to_device;epoch-22;batch-37;time.time_ns-1623251541177234652
STOP;to_device;epoch-22;batch-37;time.time_ns-1623251541179566414
START;forward_path;epoch-22;batch-37;time.time_ns-1623251541179568699
STOP;forward_path;epoch-22;batch-37;time.time_ns-1623251541204240274
START;backward_path;epoch-22;batch-37;time.time_ns-1623251541204276553
STOP;backward_path;epoch-22;batch-37;time.time_ns-1623251541256963351
START;load_data;epoch-22;batch-38;time.time_ns-1623251541256968240
STOP;batch-time;epoch-22;batch-37;time.time_ns-1623251541256969512
START;batch-time;epoch-22;batch-38;time.time_ns-1623251541256970595
STOP;load_data;epoch-22;batch-38;time.time_ns-1623251541782953627
START;to_device;epoch-22;batch-38;time.time_ns-1623251541782967975
STOP;to_device;epoch-22;batch-38;time.time_ns-1623251541785267496
START;forward_path;epoch-22;batch-38;time.time_ns-1623251541785269750
STOP;forward_path;epoch-22;batch-38;time.time_ns-1623251541809900348
START;backward_path;epoch-22;batch-38;time.time_ns-1623251541809939151
STOP;backward_path;epoch-22;batch-38;time.time_ns-1623251541862457881
START;load_data;epoch-22;batch-39;time.time_ns-1623251541862463582
STOP;batch-time;epoch-22;batch-38;time.time_ns-1623251541862465005
START;batch-time;epoch-22;batch-39;time.time_ns-1623251541862466017
STOP;load_data;epoch-22;batch-39;time.time_ns-1623251542390832389
START;to_device;epoch-22;batch-39;time.time_ns-1623251542390846416
STOP;to_device;epoch-22;batch-39;time.time_ns-1623251542393165624
START;forward_path;epoch-22;batch-39;time.time_ns-1623251542393167919
STOP;forward_path;epoch-22;batch-39;time.time_ns-1623251542417464004
START;backward_path;epoch-22;batch-39;time.time_ns-1623251542417467871
STOP;backward_path;epoch-22;batch-39;time.time_ns-1623251542470405373
START;load_data;epoch-22;batch-40;time.time_ns-1623251542470411134
STOP;batch-time;epoch-22;batch-39;time.time_ns-1623251542470412386
START;batch-time;epoch-22;batch-40;time.time_ns-1623251542470413478
STOP;load_data;epoch-22;batch-40;time.time_ns-1623251542998273794
START;to_device;epoch-22;batch-40;time.time_ns-1623251542998287970
STOP;to_device;epoch-22;batch-40;time.time_ns-1623251543000610616
START;forward_path;epoch-22;batch-40;time.time_ns-1623251543000612920
STOP;forward_path;epoch-22;batch-40;time.time_ns-1623251543024950022
START;backward_path;epoch-22;batch-40;time.time_ns-1623251543024954020
STOP;backward_path;epoch-22;batch-40;time.time_ns-1623251543080629142
START;load_data;epoch-22;batch-41;time.time_ns-1623251543080634212
STOP;batch-time;epoch-22;batch-40;time.time_ns-1623251543080635494
START;batch-time;epoch-22;batch-41;time.time_ns-1623251543080870459
STOP;load_data;epoch-22;batch-41;time.time_ns-1623251543624720451
START;to_device;epoch-22;batch-41;time.time_ns-1623251543624734427
STOP;to_device;epoch-22;batch-41;time.time_ns-1623251543627055710
START;forward_path;epoch-22;batch-41;time.time_ns-1623251543627057894
STOP;forward_path;epoch-22;batch-41;time.time_ns-1623251543651354620
START;backward_path;epoch-22;batch-41;time.time_ns-1623251543651358838
STOP;backward_path;epoch-22;batch-41;time.time_ns-1623251543703938203
START;load_data;epoch-22;batch-42;time.time_ns-1623251543703943963
STOP;batch-time;epoch-22;batch-41;time.time_ns-1623251543703945396
START;batch-time;epoch-22;batch-42;time.time_ns-1623251543703946518
STOP;load_data;epoch-22;batch-42;time.time_ns-1623251544240667631
START;to_device;epoch-22;batch-42;time.time_ns-1623251544240683651
STOP;to_device;epoch-22;batch-42;time.time_ns-1623251544242986409
START;forward_path;epoch-22;batch-42;time.time_ns-1623251544242988853
STOP;forward_path;epoch-22;batch-42;time.time_ns-1623251544267400467
START;backward_path;epoch-22;batch-42;time.time_ns-1623251544267404364
STOP;backward_path;epoch-22;batch-42;time.time_ns-1623251544320045566
START;load_data;epoch-22;batch-43;time.time_ns-1623251544320050375
STOP;batch-time;epoch-22;batch-42;time.time_ns-1623251544320051597
START;batch-time;epoch-22;batch-43;time.time_ns-1623251544320052819
STOP;load_data;epoch-22;batch-43;time.time_ns-1623251544849693152
START;to_device;epoch-22;batch-43;time.time_ns-1623251544849708121
STOP;to_device;epoch-22;batch-43;time.time_ns-1623251544852034863
START;forward_path;epoch-22;batch-43;time.time_ns-1623251544852037488
STOP;forward_path;epoch-22;batch-43;time.time_ns-1623251544876560443
START;backward_path;epoch-22;batch-43;time.time_ns-1623251544876564651
STOP;backward_path;epoch-22;batch-43;time.time_ns-1623251544929443672
START;load_data;epoch-22;batch-44;time.time_ns-1623251544929448812
STOP;batch-time;epoch-22;batch-43;time.time_ns-1623251544929449984
START;batch-time;epoch-22;batch-44;time.time_ns-1623251544929451076
STOP;load_data;epoch-22;batch-44;time.time_ns-1623251545449530719
START;to_device;epoch-22;batch-44;time.time_ns-1623251545449696632
STOP;to_device;epoch-22;batch-44;time.time_ns-1623251545451999821
START;forward_path;epoch-22;batch-44;time.time_ns-1623251545452002676
STOP;forward_path;epoch-22;batch-44;time.time_ns-1623251545476113190
START;backward_path;epoch-22;batch-44;time.time_ns-1623251545476118139
STOP;backward_path;epoch-22;batch-44;time.time_ns-1623251545528798615
START;load_data;epoch-22;batch-45;time.time_ns-1623251545528804005
STOP;batch-time;epoch-22;batch-44;time.time_ns-1623251545528805137
START;batch-time;epoch-22;batch-45;time.time_ns-1623251545528806149
STOP;load_data;epoch-22;batch-45;time.time_ns-1623251546081285089
START;to_device;epoch-22;batch-45;time.time_ns-1623251546081299607
STOP;to_device;epoch-22;batch-45;time.time_ns-1623251546083638262
START;forward_path;epoch-22;batch-45;time.time_ns-1623251546083640536
STOP;forward_path;epoch-22;batch-45;time.time_ns-1623251546108184450
START;backward_path;epoch-22;batch-45;time.time_ns-1623251546108188768
STOP;backward_path;epoch-22;batch-45;time.time_ns-1623251546160754106
START;load_data;epoch-22;batch-46;time.time_ns-1623251546160759206
STOP;batch-time;epoch-22;batch-45;time.time_ns-1623251546160760639
START;batch-time;epoch-22;batch-46;time.time_ns-1623251546160761741
STOP;load_data;epoch-22;batch-46;time.time_ns-1623251546692422367
START;to_device;epoch-22;batch-46;time.time_ns-1623251546692437175
STOP;to_device;epoch-22;batch-46;time.time_ns-1623251546694748699
START;forward_path;epoch-22;batch-46;time.time_ns-1623251546694750783
STOP;forward_path;epoch-22;batch-46;time.time_ns-1623251546719371222
START;backward_path;epoch-22;batch-46;time.time_ns-1623251546719380820
STOP;backward_path;epoch-22;batch-46;time.time_ns-1623251546772015990
START;load_data;epoch-22;batch-47;time.time_ns-1623251546772021580
STOP;batch-time;epoch-22;batch-46;time.time_ns-1623251546772022963
START;batch-time;epoch-22;batch-47;time.time_ns-1623251546772024065
STOP;load_data;epoch-22;batch-47;time.time_ns-1623251547295778400
START;to_device;epoch-22;batch-47;time.time_ns-1623251547295791274
STOP;to_device;epoch-22;batch-47;time.time_ns-1623251547298120272
START;forward_path;epoch-22;batch-47;time.time_ns-1623251547298122476
STOP;forward_path;epoch-22;batch-47;time.time_ns-1623251547322441294
START;backward_path;epoch-22;batch-47;time.time_ns-1623251547322445331
STOP;backward_path;epoch-22;batch-47;time.time_ns-1623251547374892796
START;load_data;epoch-22;batch-48;time.time_ns-1623251547374898607
STOP;batch-time;epoch-22;batch-47;time.time_ns-1623251547374900210
START;batch-time;epoch-22;batch-48;time.time_ns-1623251547374903006
STOP;load_data;epoch-22;batch-48;time.time_ns-1623251547893880602
START;to_device;epoch-22;batch-48;time.time_ns-1623251547893894819
STOP;to_device;epoch-22;batch-48;time.time_ns-1623251547896199560
START;forward_path;epoch-22;batch-48;time.time_ns-1623251547896202406
STOP;forward_path;epoch-22;batch-48;time.time_ns-1623251547920488992
START;backward_path;epoch-22;batch-48;time.time_ns-1623251547920493701
STOP;backward_path;epoch-22;batch-48;time.time_ns-1623251547972725508
START;load_data;epoch-22;batch-49;time.time_ns-1623251547972732602
STOP;batch-time;epoch-22;batch-48;time.time_ns-1623251547972733994
START;batch-time;epoch-22;batch-49;time.time_ns-1623251547972735066
STOP;load_data;epoch-22;batch-49;time.time_ns-1623251548501863320
START;to_device;epoch-22;batch-49;time.time_ns-1623251548501877327
STOP;to_device;epoch-22;batch-49;time.time_ns-1623251548504210201
START;forward_path;epoch-22;batch-49;time.time_ns-1623251548504212386
STOP;forward_path;epoch-22;batch-49;time.time_ns-1623251548528370810
START;backward_path;epoch-22;batch-49;time.time_ns-1623251548528374727
STOP;backward_path;epoch-22;batch-49;time.time_ns-1623251548580801583
START;load_data;epoch-22;batch-50;time.time_ns-1623251548580806743
STOP;batch-time;epoch-22;batch-49;time.time_ns-1623251548580807995
START;batch-time;epoch-22;batch-50;time.time_ns-1623251548580809177
STOP;load_data;epoch-22;batch-50;time.time_ns-1623251549103602434
START;to_device;epoch-22;batch-50;time.time_ns-1623251549103616120
STOP;to_device;epoch-22;batch-50;time.time_ns-1623251549105921122
START;forward_path;epoch-22;batch-50;time.time_ns-1623251549105923326
STOP;forward_path;epoch-22;batch-50;time.time_ns-1623251549129963246
START;backward_path;epoch-22;batch-50;time.time_ns-1623251549129967103
STOP;backward_path;epoch-22;batch-50;time.time_ns-1623251549182839222
START;load_data;epoch-22;batch-51;time.time_ns-1623251549182844512
STOP;batch-time;epoch-22;batch-50;time.time_ns-1623251549182845754
START;batch-time;epoch-22;batch-51;time.time_ns-1623251549182846846
STOP;load_data;epoch-22;batch-51;time.time_ns-1623251549710147382
START;to_device;epoch-22;batch-51;time.time_ns-1623251549710161158
STOP;to_device;epoch-22;batch-51;time.time_ns-1623251549712704621
START;forward_path;epoch-22;batch-51;time.time_ns-1623251549712706915
STOP;forward_path;epoch-22;batch-51;time.time_ns-1623251549736870559
START;backward_path;epoch-22;batch-51;time.time_ns-1623251549736874317
STOP;backward_path;epoch-22;batch-51;time.time_ns-1623251549789117044
START;load_data;epoch-22;batch-52;time.time_ns-1623251549789123696
STOP;batch-time;epoch-22;batch-51;time.time_ns-1623251549789125099
START;batch-time;epoch-22;batch-52;time.time_ns-1623251549789126231
STOP;load_data;epoch-22;batch-52;time.time_ns-1623251550308584527
START;to_device;epoch-22;batch-52;time.time_ns-1623251550308598053
STOP;to_device;epoch-22;batch-52;time.time_ns-1623251550311085360
START;forward_path;epoch-22;batch-52;time.time_ns-1623251550311087544
STOP;forward_path;epoch-22;batch-52;time.time_ns-1623251550335085715
START;backward_path;epoch-22;batch-52;time.time_ns-1623251550335089492
STOP;backward_path;epoch-22;batch-52;time.time_ns-1623251550387465201
START;load_data;epoch-22;batch-53;time.time_ns-1623251550387470702
STOP;batch-time;epoch-22;batch-52;time.time_ns-1623251550387472184
START;batch-time;epoch-22;batch-53;time.time_ns-1623251550387473286
STOP;load_data;epoch-22;batch-53;time.time_ns-1623251550916816628
START;to_device;epoch-22;batch-53;time.time_ns-1623251550916830584
STOP;to_device;epoch-22;batch-53;time.time_ns-1623251550919181272
START;forward_path;epoch-22;batch-53;time.time_ns-1623251550919183707
STOP;forward_path;epoch-22;batch-53;time.time_ns-1623251550943643872
START;backward_path;epoch-22;batch-53;time.time_ns-1623251550943647890
STOP;backward_path;epoch-22;batch-53;time.time_ns-1623251550996093501
START;load_data;epoch-22;batch-54;time.time_ns-1623251550996098761
STOP;batch-time;epoch-22;batch-53;time.time_ns-1623251550996100154
START;batch-time;epoch-22;batch-54;time.time_ns-1623251550996101446
STOP;load_data;epoch-22;batch-54;time.time_ns-1623251551529253724
START;to_device;epoch-22;batch-54;time.time_ns-1623251551529267701
STOP;to_device;epoch-22;batch-54;time.time_ns-1623251551531571891
START;forward_path;epoch-22;batch-54;time.time_ns-1623251551531574336
STOP;forward_path;epoch-22;batch-54;time.time_ns-1623251551555968376
START;backward_path;epoch-22;batch-54;time.time_ns-1623251551556007229
STOP;backward_path;epoch-22;batch-54;time.time_ns-1623251551608441138
START;load_data;epoch-22;batch-55;time.time_ns-1623251551608446018
STOP;batch-time;epoch-22;batch-54;time.time_ns-1623251551608447270
START;batch-time;epoch-22;batch-55;time.time_ns-1623251551608448332
STOP;load_data;epoch-22;batch-55;time.time_ns-1623251552136567537
START;to_device;epoch-22;batch-55;time.time_ns-1623251552136581173
STOP;to_device;epoch-22;batch-55;time.time_ns-1623251552139115358
START;forward_path;epoch-22;batch-55;time.time_ns-1623251552139117713
STOP;forward_path;epoch-22;batch-55;time.time_ns-1623251552163213218
START;backward_path;epoch-22;batch-55;time.time_ns-1623251552163217185
STOP;backward_path;epoch-22;batch-55;time.time_ns-1623251552215722900
START;load_data;epoch-22;batch-56;time.time_ns-1623251552215728391
STOP;batch-time;epoch-22;batch-55;time.time_ns-1623251552215729633
START;batch-time;epoch-22;batch-56;time.time_ns-1623251552215730715
STOP;load_data;epoch-22;batch-56;time.time_ns-1623251552735747328
START;to_device;epoch-22;batch-56;time.time_ns-1623251552735762266
STOP;to_device;epoch-22;batch-56;time.time_ns-1623251552738385109
START;forward_path;epoch-22;batch-56;time.time_ns-1623251552738387834
STOP;forward_path;epoch-22;batch-56;time.time_ns-1623251552762453122
START;backward_path;epoch-22;batch-56;time.time_ns-1623251552762457069
STOP;backward_path;epoch-22;batch-56;time.time_ns-1623251552814814063
START;load_data;epoch-22;batch-57;time.time_ns-1623251552814819203
STOP;batch-time;epoch-22;batch-56;time.time_ns-1623251552814820515
START;batch-time;epoch-22;batch-57;time.time_ns-1623251552814821537
STOP;load_data;epoch-22;batch-57;time.time_ns-1623251553297074461
START;to_device;epoch-22;batch-57;time.time_ns-1623251553297088757
STOP;to_device;epoch-22;batch-57;time.time_ns-1623251553299410230
START;forward_path;epoch-22;batch-57;time.time_ns-1623251553299412294
STOP;forward_path;epoch-22;batch-57;time.time_ns-1623251553323831322
START;backward_path;epoch-22;batch-57;time.time_ns-1623251553323835109
STOP;backward_path;epoch-22;batch-57;time.time_ns-1623251553376307190
START;load_data;epoch-22;batch-58;time.time_ns-1623251553376312811
STOP;batch-time;epoch-22;batch-57;time.time_ns-1623251553376313983
START;batch-time;epoch-22;batch-58;time.time_ns-1623251553376314955
STOP;load_data;epoch-22;batch-58;time.time_ns-1623251553876732881
START;to_device;epoch-22;batch-58;time.time_ns-1623251553876746658
STOP;to_device;epoch-22;batch-58;time.time_ns-1623251553879029057
START;forward_path;epoch-22;batch-58;time.time_ns-1623251553879031050
STOP;forward_path;epoch-22;batch-58;time.time_ns-1623251553903522544
START;backward_path;epoch-22;batch-58;time.time_ns-1623251553903526332
STOP;backward_path;epoch-22;batch-58;time.time_ns-1623251553956362492
START;load_data;epoch-22;batch-59;time.time_ns-1623251553956369385
STOP;batch-time;epoch-22;batch-58;time.time_ns-1623251553956371068
START;batch-time;epoch-22;batch-59;time.time_ns-1623251553956372381
STOP;load_data;epoch-22;batch-59;time.time_ns-1623251554447022895
START;to_device;epoch-22;batch-59;time.time_ns-1623251554447037051
STOP;to_device;epoch-22;batch-59;time.time_ns-1623251554449552090
START;forward_path;epoch-22;batch-59;time.time_ns-1623251554449554866
STOP;forward_path;epoch-22;batch-59;time.time_ns-1623251554473875296
START;backward_path;epoch-22;batch-59;time.time_ns-1623251554473878863
STOP;backward_path;epoch-22;batch-59;time.time_ns-1623251554526367766
START;load_data;epoch-22;batch-60;time.time_ns-1623251554526374639
STOP;batch-time;epoch-22;batch-59;time.time_ns-1623251554526375932
START;batch-time;epoch-22;batch-60;time.time_ns-1623251554526377054
STOP;load_data;epoch-22;batch-60;time.time_ns-1623251555002169312
START;to_device;epoch-22;batch-60;time.time_ns-1623251555002182988
STOP;to_device;epoch-22;batch-60;time.time_ns-1623251555004693979
START;forward_path;epoch-22;batch-60;time.time_ns-1623251555004696123
STOP;forward_path;epoch-22;batch-60;time.time_ns-1623251555028613371
START;backward_path;epoch-22;batch-60;time.time_ns-1623251555028617338
STOP;backward_path;epoch-22;batch-60;time.time_ns-1623251555084033681
START;load_data;epoch-22;batch-61;time.time_ns-1623251555084038691
STOP;batch-time;epoch-22;batch-60;time.time_ns-1623251555084241835
START;batch-time;epoch-22;batch-61;time.time_ns-1623251555084243057
STOP;load_data;epoch-22;batch-61;time.time_ns-1623251555569817466
START;to_device;epoch-22;batch-61;time.time_ns-1623251555569831362
STOP;to_device;epoch-22;batch-61;time.time_ns-1623251555572147345
START;forward_path;epoch-22;batch-61;time.time_ns-1623251555572149288
STOP;forward_path;epoch-22;batch-61;time.time_ns-1623251555596481241
START;backward_path;epoch-22;batch-61;time.time_ns-1623251555596485670
STOP;backward_path;epoch-22;batch-61;time.time_ns-1623251555649105310
START;load_data;epoch-22;batch-62;time.time_ns-1623251555649318914
STOP;batch-time;epoch-22;batch-61;time.time_ns-1623251555649320607
START;batch-time;epoch-22;batch-62;time.time_ns-1623251555649321709
STOP;load_data;epoch-22;batch-62;time.time_ns-1623251556144849102
START;to_device;epoch-22;batch-62;time.time_ns-1623251556144863910
STOP;to_device;epoch-22;batch-62;time.time_ns-1623251556147153823
START;forward_path;epoch-22;batch-62;time.time_ns-1623251556147156217
STOP;forward_path;epoch-22;batch-62;time.time_ns-1623251556171492598
START;backward_path;epoch-22;batch-62;time.time_ns-1623251556171496446
STOP;backward_path;epoch-22;batch-62;time.time_ns-1623251556224263786
START;load_data;epoch-22;batch-63;time.time_ns-1623251556224473522
STOP;batch-time;epoch-22;batch-62;time.time_ns-1623251556224475035
START;batch-time;epoch-22;batch-63;time.time_ns-1623251556224476238
STOP;load_data;epoch-22;batch-63;time.time_ns-1623251556707275104
START;to_device;epoch-22;batch-63;time.time_ns-1623251556707289160
STOP;to_device;epoch-22;batch-63;time.time_ns-1623251556709816312
START;forward_path;epoch-22;batch-63;time.time_ns-1623251556709818586
STOP;forward_path;epoch-22;batch-63;time.time_ns-1623251556733657135
START;backward_path;epoch-22;batch-63;time.time_ns-1623251556733660963
STOP;backward_path;epoch-22;batch-63;time.time_ns-1623251556786028567
START;load_data;epoch-22;batch-64;time.time_ns-1623251556786034117
STOP;batch-time;epoch-22;batch-63;time.time_ns-1623251556786239255
START;batch-time;epoch-22;batch-64;time.time_ns-1623251556786240598
STOP;load_data;epoch-22;batch-64;time.time_ns-1623251557260434100
START;to_device;epoch-22;batch-64;time.time_ns-1623251557260446744
STOP;to_device;epoch-22;batch-64;time.time_ns-1623251557262968265
START;forward_path;epoch-22;batch-64;time.time_ns-1623251557262970369
STOP;forward_path;epoch-22;batch-64;time.time_ns-1623251557286792547
START;backward_path;epoch-22;batch-64;time.time_ns-1623251557286796254
STOP;backward_path;epoch-22;batch-64;time.time_ns-1623251557339448226
START;load_data;epoch-22;batch-65;time.time_ns-1623251557339453486
STOP;batch-time;epoch-22;batch-64;time.time_ns-1623251557339454919
START;batch-time;epoch-22;batch-65;time.time_ns-1623251557339456081
STOP;load_data;epoch-22;batch-65;time.time_ns-1623251557821844811
START;to_device;epoch-22;batch-65;time.time_ns-1623251557821864037
STOP;to_device;epoch-22;batch-65;time.time_ns-1623251557824165823
START;forward_path;epoch-22;batch-65;time.time_ns-1623251557824168027
STOP;forward_path;epoch-22;batch-65;time.time_ns-1623251557848793956
START;backward_path;epoch-22;batch-65;time.time_ns-1623251557848797823
STOP;backward_path;epoch-22;batch-65;time.time_ns-1623251557901261529
START;load_data;epoch-22;batch-66;time.time_ns-1623251557901267270
STOP;batch-time;epoch-22;batch-65;time.time_ns-1623251557901268552
START;batch-time;epoch-22;batch-66;time.time_ns-1623251557901269534
STOP;load_data;epoch-22;batch-66;time.time_ns-1623251558391615220
START;to_device;epoch-22;batch-66;time.time_ns-1623251558391628576
STOP;to_device;epoch-22;batch-66;time.time_ns-1623251558393941312
START;forward_path;epoch-22;batch-66;time.time_ns-1623251558394142152
STOP;forward_path;epoch-22;batch-66;time.time_ns-1623251558418261793
START;backward_path;epoch-22;batch-66;time.time_ns-1623251558418266422
STOP;backward_path;epoch-22;batch-66;time.time_ns-1623251558470695722
START;load_data;epoch-22;batch-67;time.time_ns-1623251558470700772
STOP;batch-time;epoch-22;batch-66;time.time_ns-1623251558470702165
START;batch-time;epoch-22;batch-67;time.time_ns-1623251558470703287
STOP;load_data;epoch-22;batch-67;time.time_ns-1623251558944342149
START;to_device;epoch-22;batch-67;time.time_ns-1623251558944357739
STOP;to_device;epoch-22;batch-67;time.time_ns-1623251558946669664
START;forward_path;epoch-22;batch-67;time.time_ns-1623251558946672579
