Given args
Namespace(coco_annotations='/Users/nils/Studium/master-thesis/repo/tmp/cutsom-coco-data/coco_meta.json', coco_root='/Users/nils/Studium/master-thesis/repo/tmp/cutsom-coco-data', deterministic=True, model='mobilenet', num_epochs=3)
Pytorch Environment info
SystemEnv(torch_version='1.7.1', is_debug_build='False', cuda_compiled_version=None, gcc_version=None, clang_version='12.0.0 (clang-1200.0.32.28)', cmake_version=None, os='macOS 10.15.7 (x86_64)', python_version='3.8 (64-bit runtime)', is_cuda_available='False', cuda_runtime_version=None, nvidia_driver_version=None, nvidia_gpu_models=None, cudnn_version=None, pip_version='pip3', pip_packages='numpy==1.19.5\ntorch==1.7.1\ntorchsummary==1.5.1\ntorchvision==0.8.2', conda_packages=None, hip_compiled_version='N/A', hip_runtime_version='N/A', miopen_runtime_version='N/A')
Use mmlib set_deterministic()
START;epoch;epoch-0;batch-None;time.time_ns-1619263024987902000
STOP;backward_path;epoch-1;batch-19;time.time_ns-1619263954046387000
START;load_data;epoch-1;batch-20;time.time_ns-1619263954046399000
STOP;load_data;epoch-1;batch-20;time.time_ns-1619263954684116000
START;to_device;epoch-1;batch-20;time.time_ns-1619263954684127000
STOP;to_device;epoch-1;batch-20;time.time_ns-1619263954684136000
START;forward_path;epoch-1;batch-20;time.time_ns-1619263954684138000
STOP;forward_path;epoch-1;batch-20;time.time_ns-1619263958040883000
START;backward_path;epoch-1;batch-20;time.time_ns-1619263958040894000
STOP;backward_path;epoch-1;batch-20;time.time_ns-1619263963409149000
START;load_data;epoch-1;batch-21;time.time_ns-1619263963409160000
STOP;load_data;epoch-1;batch-21;time.time_ns-1619263964055932000
START;to_device;epoch-1;batch-21;time.time_ns-1619263964055944000
STOP;to_device;epoch-1;batch-21;time.time_ns-1619263964055953000
START;forward_path;epoch-1;batch-21;time.time_ns-1619263964055955000
STOP;forward_path;epoch-1;batch-21;time.time_ns-1619263967376383000
START;backward_path;epoch-1;batch-21;time.time_ns-1619263967376393000
STOP;backward_path;epoch-1;batch-21;time.time_ns-1619263972762620000
START;load_data;epoch-1;batch-22;time.time_ns-1619263972762633000
STOP;load_data;epoch-1;batch-22;time.time_ns-1619263973401012000
START;to_device;epoch-1;batch-22;time.time_ns-1619263973401024000
STOP;to_device;epoch-1;batch-22;time.time_ns-1619263973401032000
START;forward_path;epoch-1;batch-22;time.time_ns-1619263973401034000
STOP;forward_path;epoch-1;batch-22;time.time_ns-1619263976720077000
START;backward_path;epoch-1;batch-22;time.time_ns-1619263976720088000
STOP;backward_path;epoch-1;batch-22;time.time_ns-1619263982079715000
START;load_data;epoch-1;batch-23;time.time_ns-1619263982079727000
STOP;load_data;epoch-1;batch-23;time.time_ns-1619263982723024000
START;to_device;epoch-1;batch-23;time.time_ns-1619263982723035000
STOP;to_device;epoch-1;batch-23;time.time_ns-1619263982723044000
START;forward_path;epoch-1;batch-23;time.time_ns-1619263982723045000
STOP;forward_path;epoch-1;batch-23;time.time_ns-1619263986073853000
START;backward_path;epoch-1;batch-23;time.time_ns-1619263986073864000
STOP;backward_path;epoch-1;batch-23;time.time_ns-1619263991470411000
START;load_data;epoch-1;batch-24;time.time_ns-1619263991470423000
STOP;load_data;epoch-1;batch-24;time.time_ns-1619263992110263000
START;to_device;epoch-1;batch-24;time.time_ns-1619263992110275000
STOP;to_device;epoch-1;batch-24;time.time_ns-1619263992110283000
START;forward_path;epoch-1;batch-24;time.time_ns-1619263992110285000
STOP;forward_path;epoch-1;batch-24;time.time_ns-1619263995451355000
START;backward_path;epoch-1;batch-24;time.time_ns-1619263995451366000
STOP;backward_path;epoch-1;batch-24;time.time_ns-1619264000861963000
START;load_data;epoch-1;batch-25;time.time_ns-1619264000861975000
STOP;load_data;epoch-1;batch-25;time.time_ns-1619264001476275000
START;to_device;epoch-1;batch-25;time.time_ns-1619264001476289000
STOP;to_device;epoch-1;batch-25;time.time_ns-1619264001476298000
START;forward_path;epoch-1;batch-25;time.time_ns-1619264001476300000
STOP;forward_path;epoch-1;batch-25;time.time_ns-1619264004814234000
START;backward_path;epoch-1;batch-25;time.time_ns-1619264004814245000
STOP;backward_path;epoch-1;batch-25;time.time_ns-1619264010209850000
START;load_data;epoch-1;batch-26;time.time_ns-1619264010209861000
STOP;load_data;epoch-1;batch-26;time.time_ns-1619264010816006000
START;to_device;epoch-1;batch-26;time.time_ns-1619264010816023000
STOP;to_device;epoch-1;batch-26;time.time_ns-1619264010816032000
START;forward_path;epoch-1;batch-26;time.time_ns-1619264010816034000
STOP;forward_path;epoch-1;batch-26;time.time_ns-1619264014147893000
START;backward_path;epoch-1;batch-26;time.time_ns-1619264014147904000
STOP;backward_path;epoch-1;batch-26;time.time_ns-1619264019538194000
START;load_data;epoch-1;batch-27;time.time_ns-1619264019538206000
STOP;load_data;epoch-1;batch-27;time.time_ns-1619264020146768000
START;to_device;epoch-1;batch-27;time.time_ns-1619264020146780000
STOP;to_device;epoch-1;batch-27;time.time_ns-1619264020146788000
START;forward_path;epoch-1;batch-27;time.time_ns-1619264020146790000
STOP;forward_path;epoch-1;batch-27;time.time_ns-1619264023481253000
START;backward_path;epoch-1;batch-27;time.time_ns-1619264023481264000
STOP;backward_path;epoch-1;batch-27;time.time_ns-1619264028891692000
START;load_data;epoch-1;batch-28;time.time_ns-1619264028891704000
STOP;load_data;epoch-1;batch-28;time.time_ns-1619264029502360000
START;to_device;epoch-1;batch-28;time.time_ns-1619264029502372000
STOP;to_device;epoch-1;batch-28;time.time_ns-1619264029502380000
START;forward_path;epoch-1;batch-28;time.time_ns-1619264029502383000
STOP;forward_path;epoch-1;batch-28;time.time_ns-1619264032811039000
START;backward_path;epoch-1;batch-28;time.time_ns-1619264032811049000
STOP;backward_path;epoch-1;batch-28;time.time_ns-1619264038176269000
START;load_data;epoch-1;batch-29;time.time_ns-1619264038176280000
STOP;load_data;epoch-1;batch-29;time.time_ns-1619264038783331000
START;to_device;epoch-1;batch-29;time.time_ns-1619264038783342000
STOP;to_device;epoch-1;batch-29;time.time_ns-1619264038783351000
START;forward_path;epoch-1;batch-29;time.time_ns-1619264038783353000
STOP;forward_path;epoch-1;batch-29;time.time_ns-1619264042103653000
START;backward_path;epoch-1;batch-29;time.time_ns-1619264042103664000
STOP;backward_path;epoch-1;batch-29;time.time_ns-1619264047507877000
START;load_data;epoch-1;batch-30;time.time_ns-1619264047507889000
STOP;load_data;epoch-1;batch-30;time.time_ns-1619264048142585000
START;to_device;epoch-1;batch-30;time.time_ns-1619264048142603000
STOP;to_device;epoch-1;batch-30;time.time_ns-1619264048142615000
START;forward_path;epoch-1;batch-30;time.time_ns-1619264048142617000
STOP;forward_path;epoch-1;batch-30;time.time_ns-1619264051483876000
START;backward_path;epoch-1;batch-30;time.time_ns-1619264051483887000
STOP;backward_path;epoch-1;batch-30;time.time_ns-1619264056826294000
START;load_data;epoch-1;batch-31;time.time_ns-1619264056826306000
STOP;load_data;epoch-1;batch-31;time.time_ns-1619264057450667000
START;to_device;epoch-1;batch-31;time.time_ns-1619264057450678000
STOP;to_device;epoch-1;batch-31;time.time_ns-1619264057450687000
START;forward_path;epoch-1;batch-31;time.time_ns-1619264057450688000
STOP;forward_path;epoch-1;batch-31;time.time_ns-1619264060784537000
START;backward_path;epoch-1;batch-31;time.time_ns-1619264060784548000
STOP;backward_path;epoch-1;batch-31;time.time_ns-1619264066183734000
START;load_data;epoch-1;batch-32;time.time_ns-1619264066183746000
STOP;load_data;epoch-1;batch-32;time.time_ns-1619264066802034000
START;to_device;epoch-1;batch-32;time.time_ns-1619264066802047000
STOP;to_device;epoch-1;batch-32;time.time_ns-1619264066802056000
START;forward_path;epoch-1;batch-32;time.time_ns-1619264066802058000
STOP;forward_path;epoch-1;batch-32;time.time_ns-1619264070143337000
START;backward_path;epoch-1;batch-32;time.time_ns-1619264070143349000
STOP;backward_path;epoch-1;batch-32;time.time_ns-1619264075515288000
START;load_data;epoch-1;batch-33;time.time_ns-1619264075515302000
STOP;load_data;epoch-1;batch-33;time.time_ns-1619264076147397000
START;to_device;epoch-1;batch-33;time.time_ns-1619264076147410000
STOP;to_device;epoch-1;batch-33;time.time_ns-1619264076147419000
START;forward_path;epoch-1;batch-33;time.time_ns-1619264076147420000
STOP;forward_path;epoch-1;batch-33;time.time_ns-1619264079469595000
START;backward_path;epoch-1;batch-33;time.time_ns-1619264079469606000
STOP;backward_path;epoch-1;batch-33;time.time_ns-1619264084852686000
START;load_data;epoch-1;batch-34;time.time_ns-1619264084852697000
STOP;load_data;epoch-1;batch-34;time.time_ns-1619264085487562000
START;to_device;epoch-1;batch-34;time.time_ns-1619264085487575000
STOP;to_device;epoch-1;batch-34;time.time_ns-1619264085487584000
START;forward_path;epoch-1;batch-34;time.time_ns-1619264085487586000
STOP;forward_path;epoch-1;batch-34;time.time_ns-1619264088800257000
START;backward_path;epoch-1;batch-34;time.time_ns-1619264088800268000
STOP;backward_path;epoch-1;batch-34;time.time_ns-1619264094199580000
START;load_data;epoch-1;batch-35;time.time_ns-1619264094199591000
STOP;load_data;epoch-1;batch-35;time.time_ns-1619264094821422000
START;to_device;epoch-1;batch-35;time.time_ns-1619264094821434000
STOP;to_device;epoch-1;batch-35;time.time_ns-1619264094821445000
START;forward_path;epoch-1;batch-35;time.time_ns-1619264094821446000
STOP;forward_path;epoch-1;batch-35;time.time_ns-1619264098163659000
START;backward_path;epoch-1;batch-35;time.time_ns-1619264098163670000
STOP;backward_path;epoch-1;batch-35;time.time_ns-1619264103577385000
START;load_data;epoch-1;batch-36;time.time_ns-1619264103577397000
STOP;load_data;epoch-1;batch-36;time.time_ns-1619264104235854000
START;to_device;epoch-1;batch-36;time.time_ns-1619264104235866000
STOP;to_device;epoch-1;batch-36;time.time_ns-1619264104235874000
START;forward_path;epoch-1;batch-36;time.time_ns-1619264104235876000
STOP;forward_path;epoch-1;batch-36;time.time_ns-1619264107571360000
START;backward_path;epoch-1;batch-36;time.time_ns-1619264107571370000
STOP;backward_path;epoch-1;batch-36;time.time_ns-1619264112985880000
START;load_data;epoch-1;batch-37;time.time_ns-1619264112985892000
STOP;load_data;epoch-1;batch-37;time.time_ns-1619264113620730000
START;to_device;epoch-1;batch-37;time.time_ns-1619264113620752000
STOP;to_device;epoch-1;batch-37;time.time_ns-1619264113620764000
START;forward_path;epoch-1;batch-37;time.time_ns-1619264113620766000
STOP;forward_path;epoch-1;batch-37;time.time_ns-1619264116958141000
START;backward_path;epoch-1;batch-37;time.time_ns-1619264116958152000
STOP;backward_path;epoch-1;batch-37;time.time_ns-1619264122349534000
START;load_data;epoch-1;batch-38;time.time_ns-1619264122349545000
STOP;load_data;epoch-1;batch-38;time.time_ns-1619264122973287000
START;to_device;epoch-1;batch-38;time.time_ns-1619264122973299000
STOP;to_device;epoch-1;batch-38;time.time_ns-1619264122973310000
START;forward_path;epoch-1;batch-38;time.time_ns-1619264122973312000
STOP;forward_path;epoch-1;batch-38;time.time_ns-1619264126326992000
START;backward_path;epoch-1;batch-38;time.time_ns-1619264126327003000
STOP;backward_path;epoch-1;batch-38;time.time_ns-1619264131700372000
START;load_data;epoch-1;batch-39;time.time_ns-1619264131700388000
STOP;load_data;epoch-1;batch-39;time.time_ns-1619264132317055000
START;to_device;epoch-1;batch-39;time.time_ns-1619264132317067000
STOP;to_device;epoch-1;batch-39;time.time_ns-1619264132317076000
START;forward_path;epoch-1;batch-39;time.time_ns-1619264132317078000
STOP;forward_path;epoch-1;batch-39;time.time_ns-1619264135655459000
START;backward_path;epoch-1;batch-39;time.time_ns-1619264135655470000
STOP;backward_path;epoch-1;batch-39;time.time_ns-1619264141048388000
START;load_data;epoch-1;batch-40;time.time_ns-1619264141048399000
STOP;load_data;epoch-1;batch-40;time.time_ns-1619264141685425000
START;to_device;epoch-1;batch-40;time.time_ns-1619264141685438000
STOP;to_device;epoch-1;batch-40;time.time_ns-1619264141685448000
START;forward_path;epoch-1;batch-40;time.time_ns-1619264141685450000
STOP;forward_path;epoch-1;batch-40;time.time_ns-1619264145154736000
START;backward_path;epoch-1;batch-40;time.time_ns-1619264145154748000
STOP;backward_path;epoch-1;batch-40;time.time_ns-1619264150534023000
START;load_data;epoch-1;batch-41;time.time_ns-1619264150534034000
STOP;load_data;epoch-1;batch-41;time.time_ns-1619264151148753000
START;to_device;epoch-1;batch-41;time.time_ns-1619264151148767000
STOP;to_device;epoch-1;batch-41;time.time_ns-1619264151149121000
START;forward_path;epoch-1;batch-41;time.time_ns-1619264151149127000
STOP;forward_path;epoch-1;batch-41;time.time_ns-1619264154501262000
START;backward_path;epoch-1;batch-41;time.time_ns-1619264154501273000
STOP;backward_path;epoch-1;batch-41;time.time_ns-1619264159883423000
START;load_data;epoch-1;batch-42;time.time_ns-1619264159883435000
STOP;load_data;epoch-1;batch-42;time.time_ns-1619264160514175000
START;to_device;epoch-1;batch-42;time.time_ns-1619264160514187000
STOP;to_device;epoch-1;batch-42;time.time_ns-1619264160514197000
START;forward_path;epoch-1;batch-42;time.time_ns-1619264160514208000
STOP;forward_path;epoch-1;batch-42;time.time_ns-1619264163892603000
START;backward_path;epoch-1;batch-42;time.time_ns-1619264163892614000
STOP;backward_path;epoch-1;batch-42;time.time_ns-1619264169272195000
START;load_data;epoch-1;batch-43;time.time_ns-1619264169272206000
STOP;load_data;epoch-1;batch-43;time.time_ns-1619264169894677000
START;to_device;epoch-1;batch-43;time.time_ns-1619264169894690000
STOP;to_device;epoch-1;batch-43;time.time_ns-1619264169894699000
START;forward_path;epoch-1;batch-43;time.time_ns-1619264169894701000
STOP;forward_path;epoch-1;batch-43;time.time_ns-1619264173227415000
START;backward_path;epoch-1;batch-43;time.time_ns-1619264173227426000
STOP;backward_path;epoch-1;batch-43;time.time_ns-1619264178566651000
START;load_data;epoch-1;batch-44;time.time_ns-1619264178566662000
STOP;load_data;epoch-1;batch-44;time.time_ns-1619264179182796000
START;to_device;epoch-1;batch-44;time.time_ns-1619264179182808000
STOP;to_device;epoch-1;batch-44;time.time_ns-1619264179182818000
START;forward_path;epoch-1;batch-44;time.time_ns-1619264179182820000
STOP;forward_path;epoch-1;batch-44;time.time_ns-1619264182503292000
START;backward_path;epoch-1;batch-44;time.time_ns-1619264182503303000
STOP;backward_path;epoch-1;batch-44;time.time_ns-1619264187913521000
START;load_data;epoch-1;batch-45;time.time_ns-1619264187913532000
STOP;load_data;epoch-1;batch-45;time.time_ns-1619264188547349000
START;to_device;epoch-1;batch-45;time.time_ns-1619264188547362000
STOP;to_device;epoch-1;batch-45;time.time_ns-1619264188547379000
START;forward_path;epoch-1;batch-45;time.time_ns-1619264188547381000
STOP;forward_path;epoch-1;batch-45;time.time_ns-1619264191892851000
START;backward_path;epoch-1;batch-45;time.time_ns-1619264191892862000
STOP;backward_path;epoch-1;batch-45;time.time_ns-1619264197293841000
START;load_data;epoch-1;batch-46;time.time_ns-1619264197293853000
STOP;load_data;epoch-1;batch-46;time.time_ns-1619264197931680000
START;to_device;epoch-1;batch-46;time.time_ns-1619264197931693000
STOP;to_device;epoch-1;batch-46;time.time_ns-1619264197931711000
START;forward_path;epoch-1;batch-46;time.time_ns-1619264197931713000
STOP;forward_path;epoch-1;batch-46;time.time_ns-1619264201307188000
START;backward_path;epoch-1;batch-46;time.time_ns-1619264201307198000
STOP;backward_path;epoch-1;batch-46;time.time_ns-1619264206725199000
START;load_data;epoch-1;batch-47;time.time_ns-1619264206725211000
STOP;load_data;epoch-1;batch-47;time.time_ns-1619264207340541000
START;to_device;epoch-1;batch-47;time.time_ns-1619264207340552000
STOP;to_device;epoch-1;batch-47;time.time_ns-1619264207340561000
START;forward_path;epoch-1;batch-47;time.time_ns-1619264207340563000
STOP;forward_path;epoch-1;batch-47;time.time_ns-1619264210687700000
START;backward_path;epoch-1;batch-47;time.time_ns-1619264210687710000
STOP;backward_path;epoch-1;batch-47;time.time_ns-1619264216062677000
START;load_data;epoch-1;batch-48;time.time_ns-1619264216062688000
STOP;load_data;epoch-1;batch-48;time.time_ns-1619264216709153000
START;to_device;epoch-1;batch-48;time.time_ns-1619264216709170000
STOP;to_device;epoch-1;batch-48;time.time_ns-1619264216709182000
START;forward_path;epoch-1;batch-48;time.time_ns-1619264216709184000
STOP;forward_path;epoch-1;batch-48;time.time_ns-1619264220068121000
START;backward_path;epoch-1;batch-48;time.time_ns-1619264220068131000
STOP;backward_path;epoch-1;batch-48;time.time_ns-1619264225464199000
START;load_data;epoch-1;batch-49;time.time_ns-1619264225464210000
STOP;load_data;epoch-1;batch-49;time.time_ns-1619264226087334000
START;to_device;epoch-1;batch-49;time.time_ns-1619264226087345000
STOP;to_device;epoch-1;batch-49;time.time_ns-1619264226087354000
START;forward_path;epoch-1;batch-49;time.time_ns-1619264226087356000
STOP;forward_path;epoch-1;batch-49;time.time_ns-1619264229428185000
START;backward_path;epoch-1;batch-49;time.time_ns-1619264229428195000
STOP;backward_path;epoch-1;batch-49;time.time_ns-1619264234803830000
START;load_data;epoch-1;batch-50;time.time_ns-1619264234803841000
STOP;load_data;epoch-1;batch-50;time.time_ns-1619264235416580000
START;to_device;epoch-1;batch-50;time.time_ns-1619264235416591000
STOP;to_device;epoch-1;batch-50;time.time_ns-1619264235416600000
START;forward_path;epoch-1;batch-50;time.time_ns-1619264235416602000
STOP;forward_path;epoch-1;batch-50;time.time_ns-1619264238767017000
START;backward_path;epoch-1;batch-50;time.time_ns-1619264238767028000
STOP;backward_path;epoch-1;batch-50;time.time_ns-1619264244152946000
START;load_data;epoch-1;batch-51;time.time_ns-1619264244152957000
STOP;load_data;epoch-1;batch-51;time.time_ns-1619264244779065000
START;to_device;epoch-1;batch-51;time.time_ns-1619264244779077000
STOP;to_device;epoch-1;batch-51;time.time_ns-1619264244779089000
START;forward_path;epoch-1;batch-51;time.time_ns-1619264244779091000
STOP;forward_path;epoch-1;batch-51;time.time_ns-1619264248116426000
START;backward_path;epoch-1;batch-51;time.time_ns-1619264248116436000
STOP;backward_path;epoch-1;batch-51;time.time_ns-1619264253472715000
START;load_data;epoch-1;batch-52;time.time_ns-1619264253472726000
STOP;load_data;epoch-1;batch-52;time.time_ns-1619264254121816000
START;to_device;epoch-1;batch-52;time.time_ns-1619264254121828000
STOP;to_device;epoch-1;batch-52;time.time_ns-1619264254121838000
START;forward_path;epoch-1;batch-52;time.time_ns-1619264254121843000
STOP;forward_path;epoch-1;batch-52;time.time_ns-1619264257464590000
START;backward_path;epoch-1;batch-52;time.time_ns-1619264257464601000
STOP;backward_path;epoch-1;batch-52;time.time_ns-1619264262840731000
START;load_data;epoch-1;batch-53;time.time_ns-1619264262840742000
STOP;load_data;epoch-1;batch-53;time.time_ns-1619264263464069000
START;to_device;epoch-1;batch-53;time.time_ns-1619264263464080000
STOP;to_device;epoch-1;batch-53;time.time_ns-1619264263464088000
START;forward_path;epoch-1;batch-53;time.time_ns-1619264263464090000
STOP;forward_path;epoch-1;batch-53;time.time_ns-1619264266809383000
START;backward_path;epoch-1;batch-53;time.time_ns-1619264266809393000
STOP;backward_path;epoch-1;batch-53;time.time_ns-1619264272202816000
START;load_data;epoch-1;batch-54;time.time_ns-1619264272202827000
STOP;load_data;epoch-1;batch-54;time.time_ns-1619264272831672000
START;to_device;epoch-1;batch-54;time.time_ns-1619264272831683000
STOP;to_device;epoch-1;batch-54;time.time_ns-1619264272831692000
START;forward_path;epoch-1;batch-54;time.time_ns-1619264272831694000
STOP;forward_path;epoch-1;batch-54;time.time_ns-1619264276205944000
START;backward_path;epoch-1;batch-54;time.time_ns-1619264276205954000
STOP;backward_path;epoch-1;batch-54;time.time_ns-1619264281595161000
START;load_data;epoch-1;batch-55;time.time_ns-1619264281595172000
STOP;load_data;epoch-1;batch-55;time.time_ns-1619264282241377000
START;to_device;epoch-1;batch-55;time.time_ns-1619264282241389000
STOP;to_device;epoch-1;batch-55;time.time_ns-1619264282241397000
START;forward_path;epoch-1;batch-55;time.time_ns-1619264282241399000
STOP;forward_path;epoch-1;batch-55;time.time_ns-1619264285580126000
START;backward_path;epoch-1;batch-55;time.time_ns-1619264285580137000
STOP;backward_path;epoch-1;batch-55;time.time_ns-1619264290964730000
START;load_data;epoch-1;batch-56;time.time_ns-1619264290964741000
STOP;load_data;epoch-1;batch-56;time.time_ns-1619264291635007000
START;to_device;epoch-1;batch-56;time.time_ns-1619264291635017000
STOP;to_device;epoch-1;batch-56;time.time_ns-1619264291635029000
START;forward_path;epoch-1;batch-56;time.time_ns-1619264291635031000
STOP;forward_path;epoch-1;batch-56;time.time_ns-1619264294963122000
START;backward_path;epoch-1;batch-56;time.time_ns-1619264294963132000
STOP;backward_path;epoch-1;batch-56;time.time_ns-1619264300332265000
START;load_data;epoch-1;batch-57;time.time_ns-1619264300332276000
STOP;load_data;epoch-1;batch-57;time.time_ns-1619264300954905000
START;to_device;epoch-1;batch-57;time.time_ns-1619264300954917000
STOP;to_device;epoch-1;batch-57;time.time_ns-1619264300954925000
START;forward_path;epoch-1;batch-57;time.time_ns-1619264300954927000
STOP;forward_path;epoch-1;batch-57;time.time_ns-1619264304308633000
START;backward_path;epoch-1;batch-57;time.time_ns-1619264304308644000
STOP;backward_path;epoch-1;batch-57;time.time_ns-1619264309695758000
START;load_data;epoch-1;batch-58;time.time_ns-1619264309695769000
STOP;load_data;epoch-1;batch-58;time.time_ns-1619264310321411000
START;to_device;epoch-1;batch-58;time.time_ns-1619264310321422000
STOP;to_device;epoch-1;batch-58;time.time_ns-1619264310321431000
START;forward_path;epoch-1;batch-58;time.time_ns-1619264310321433000
STOP;forward_path;epoch-1;batch-58;time.time_ns-1619264313665039000
START;backward_path;epoch-1;batch-58;time.time_ns-1619264313665049000
STOP;backward_path;epoch-1;batch-58;time.time_ns-1619264319076870000
START;load_data;epoch-1;batch-59;time.time_ns-1619264319076882000
STOP;load_data;epoch-1;batch-59;time.time_ns-1619264319688973000
START;to_device;epoch-1;batch-59;time.time_ns-1619264319688988000
STOP;to_device;epoch-1;batch-59;time.time_ns-1619264319688999000
START;forward_path;epoch-1;batch-59;time.time_ns-1619264319689001000
STOP;forward_path;epoch-1;batch-59;time.time_ns-1619264323023470000
START;backward_path;epoch-1;batch-59;time.time_ns-1619264323023481000
STOP;backward_path;epoch-1;batch-59;time.time_ns-1619264328382803000
START;load_data;epoch-1;batch-60;time.time_ns-1619264328382815000
STOP;load_data;epoch-1;batch-60;time.time_ns-1619264329028788000
START;to_device;epoch-1;batch-60;time.time_ns-1619264329028800000
STOP;to_device;epoch-1;batch-60;time.time_ns-1619264329028809000
START;forward_path;epoch-1;batch-60;time.time_ns-1619264329028811000
STOP;forward_path;epoch-1;batch-60;time.time_ns-1619264332366132000
START;backward_path;epoch-1;batch-60;time.time_ns-1619264332366143000
STOP;backward_path;epoch-1;batch-60;time.time_ns-1619264337783853000
START;load_data;epoch-1;batch-61;time.time_ns-1619264337783873000
STOP;load_data;epoch-1;batch-61;time.time_ns-1619264338400761000
START;to_device;epoch-1;batch-61;time.time_ns-1619264338400772000
STOP;to_device;epoch-1;batch-61;time.time_ns-1619264338400782000
START;forward_path;epoch-1;batch-61;time.time_ns-1619264338400784000
STOP;forward_path;epoch-1;batch-61;time.time_ns-1619264341713493000
START;backward_path;epoch-1;batch-61;time.time_ns-1619264341713503000
STOP;backward_path;epoch-1;batch-61;time.time_ns-1619264347113461000
START;load_data;epoch-1;batch-62;time.time_ns-1619264347113472000
STOP;load_data;epoch-1;batch-62;time.time_ns-1619264347722944000
START;to_device;epoch-1;batch-62;time.time_ns-1619264347722955000
STOP;to_device;epoch-1;batch-62;time.time_ns-1619264347722965000
START;forward_path;epoch-1;batch-62;time.time_ns-1619264347722967000
STOP;forward_path;epoch-1;batch-62;time.time_ns-1619264351054004000
START;backward_path;epoch-1;batch-62;time.time_ns-1619264351054014000
STOP;backward_path;epoch-1;batch-62;time.time_ns-1619264356412769000
START;load_data;epoch-1;batch-63;time.time_ns-1619264356412780000
STOP;load_data;epoch-1;batch-63;time.time_ns-1619264357029832000
START;to_device;epoch-1;batch-63;time.time_ns-1619264357029852000
STOP;to_device;epoch-1;batch-63;time.time_ns-1619264357029862000
START;forward_path;epoch-1;batch-63;time.time_ns-1619264357029867000
STOP;forward_path;epoch-1;batch-63;time.time_ns-1619264360358984000
START;backward_path;epoch-1;batch-63;time.time_ns-1619264360358994000
STOP;backward_path;epoch-1;batch-63;time.time_ns-1619264365761631000
START;load_data;epoch-1;batch-64;time.time_ns-1619264365761642000
STOP;load_data;epoch-1;batch-64;time.time_ns-1619264366395533000
START;to_device;epoch-1;batch-64;time.time_ns-1619264366395544000
STOP;to_device;epoch-1;batch-64;time.time_ns-1619264366395552000
START;forward_path;epoch-1;batch-64;time.time_ns-1619264366395554000
STOP;forward_path;epoch-1;batch-64;time.time_ns-1619264369723946000
START;backward_path;epoch-1;batch-64;time.time_ns-1619264369723957000
STOP;backward_path;epoch-1;batch-64;time.time_ns-1619264375118389000
START;load_data;epoch-1;batch-65;time.time_ns-1619264375118399000
STOP;load_data;epoch-1;batch-65;time.time_ns-1619264375755497000
START;to_device;epoch-1;batch-65;time.time_ns-1619264375755508000
STOP;to_device;epoch-1;batch-65;time.time_ns-1619264375755517000
START;forward_path;epoch-1;batch-65;time.time_ns-1619264375755519000
STOP;forward_path;epoch-1;batch-65;time.time_ns-1619264379109347000
START;backward_path;epoch-1;batch-65;time.time_ns-1619264379109358000
STOP;backward_path;epoch-1;batch-65;time.time_ns-1619264384470383000
START;load_data;epoch-1;batch-66;time.time_ns-1619264384470394000
STOP;load_data;epoch-1;batch-66;time.time_ns-1619264385119047000
START;to_device;epoch-1;batch-66;time.time_ns-1619264385119064000
STOP;to_device;epoch-1;batch-66;time.time_ns-1619264385119075000
START;forward_path;epoch-1;batch-66;time.time_ns-1619264385119077000
STOP;forward_path;epoch-1;batch-66;time.time_ns-1619264388458096000
START;backward_path;epoch-1;batch-66;time.time_ns-1619264388458106000
STOP;backward_path;epoch-1;batch-66;time.time_ns-1619264393847544000
START;load_data;epoch-1;batch-67;time.time_ns-1619264393847555000
STOP;load_data;epoch-1;batch-67;time.time_ns-1619264394483446000
START;to_device;epoch-1;batch-67;time.time_ns-1619264394483457000
STOP;to_device;epoch-1;batch-67;time.time_ns-1619264394483466000
START;forward_path;epoch-1;batch-67;time.time_ns-1619264394483467000
STOP;forward_path;epoch-1;batch-67;time.time_ns-1619264397824144000
START;backward_path;epoch-1;batch-67;time.time_ns-1619264397824157000
STOP;backward_path;epoch-1;batch-67;time.time_ns-1619264403210355000
START;load_data;epoch-1;batch-68;time.time_ns-1619264403210366000
STOP;load_data;epoch-1;batch-68;time.time_ns-1619264403841543000
START;to_device;epoch-1;batch-68;time.time_ns-1619264403841554000
STOP;to_device;epoch-1;batch-68;time.time_ns-1619264403841562000
START;forward_path;epoch-1;batch-68;time.time_ns-1619264403841564000
STOP;forward_path;epoch-1;batch-68;time.time_ns-1619264407162327000
START;backward_path;epoch-1;batch-68;time.time_ns-1619264407162337000
STOP;backward_path;epoch-1;batch-68;time.time_ns-1619264412603891000
START;load_data;epoch-1;batch-69;time.time_ns-1619264412603902000
STOP;load_data;epoch-1;batch-69;time.time_ns-1619264413199163000
START;to_device;epoch-1;batch-69;time.time_ns-1619264413199174000
STOP;to_device;epoch-1;batch-69;time.time_ns-1619264413199182000
START;forward_path;epoch-1;batch-69;time.time_ns-1619264413199184000
STOP;forward_path;epoch-1;batch-69;time.time_ns-1619264416545307000
START;backward_path;epoch-1;batch-69;time.time_ns-1619264416545318000
STOP;backward_path;epoch-1;batch-69;time.time_ns-1619264421940141000
START;load_data;epoch-1;batch-70;time.time_ns-1619264421940151000
STOP;load_data;epoch-1;batch-70;time.time_ns-1619264422552735000
START;to_device;epoch-1;batch-70;time.time_ns-1619264422552751000
